df83f2b6833e0199d23edb4dca4c8a91,1493856517,521384.856755,56671.394176,5.9,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856520,521422.695377,56669.608389,13.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856523,521452.743814,56667.822602,10.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493856526,521481.679445,56666.929708,9.7,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858540,521873.43299,56632.106856,8.8,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858543,521845.608994,56643.714474,10.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858546,521814.446226,56654.429197,10.9,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858549,521782.170621,56661.572346,11.1,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858552,521747.669247,56665.143921,11.6,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858555,521712.055071,56667.822602,11.9,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858558,521675.328107,56668.715495,12.6,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858561,521648.617687,56669.608389,8.5,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858564,521614.11685,56670.501283,11.5,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858567,521584.067848,56670.501283,10.4,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858570,521557.357712,56671.394176,8.5,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858573,521540.663919,56672.28707,5.6,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858576,521531.760576,56672.28707,3.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858579,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858582,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858585,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858588,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858591,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858594,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858597,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858600,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858603,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858606,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858609,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858612,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858615,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858618,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858621,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858624,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858627,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858630,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858633,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858636,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858639,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858642,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858645,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858648,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858651,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858654,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858657,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858660,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858663,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858666,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858669,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858672,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858675,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858678,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858681,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858684,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858687,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858690,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858693,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858696,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858699,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858702,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858705,521529.534742,56672.28707,0.0,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858708,521521.744326,56673.179964,2.6,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858711,521508.389345,56673.179964,4.5,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858714,521489.469824,56674.072857,6.3,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858717,521464.9858,56674.965751,8.2,1,
df83f2b6833e0199d23edb4dca4c8a91,1493858720,521440.501845,56677.644432,8.2,1,
